date,rate
1/4/00,1.000372951
2/4/00,1.000372951
3/4/00,1.000372951
4/4/00,1.000372951
5/4/00,1.000372951
6/4/00,1.000372951
7/4/00,1.000372951
8/4/00,1.000372951
9/4/00,1.000372951
10/4/00,1.000372951
11/4/00,1.000372951
12/4/00,1.000372951
13/4/00,1.000372951
14/4/00,1.000372951
15/4/00,1.000372951
16/4/00,1.000372951
17/4/00,1.000372951
18/4/00,1.000372951
19/4/00,1.000372951
20/4/00,1.000372951
21/4/00,1.000372951
22/4/00,1.000372951
23/4/00,1.000372951
24/4/00,1.000372951
25/4/00,1.000372951
26/4/00,1.000372951
27/4/00,1.000372951
28/4/00,1.000372951
29/4/00,1.000372951
30/4/00,1.000372951
1/5/00,1.000372951
2/5/00,1.000372951
3/5/00,1.000372951
4/5/00,1.000372951
5/5/00,1.000372951
6/5/00,1.000372951
7/5/00,1.000372951
8/5/00,1.000372951
9/5/00,1.000372951
10/5/00,1.000372951
11/5/00,1.000372951
12/5/00,1.000372951
13/5/00,1.000372951
14/5/00,1.000372951
15/5/00,1.000372951
16/5/00,1.000372951
17/5/00,1.000372951
18/5/00,1.000372951
19/5/00,1.000372951
20/5/00,1.000372951
21/5/00,1.000372951
22/5/00,1.000372951
23/5/00,1.000372951
24/5/00,1.000372951
25/5/00,1.000372951
26/5/00,1.000372951
27/5/00,1.000372951
28/5/00,1.000372951
29/5/00,1.000372951
30/5/00,1.000372951
31/5/00,1.000372951
1/6/00,1.000372951
2/6/00,1.000372951
3/6/00,1.000372951
4/6/00,1.000372951
5/6/00,1.000372951
6/6/00,1.000372951
7/6/00,1.000372951
8/6/00,1.000372951
9/6/00,1.000372951
10/6/00,1.000372951
11/6/00,1.000372951
12/6/00,1.000372951
13/6/00,1.000372951
14/6/00,1.000372951
15/6/00,1.000372951
16/6/00,1.000372951
17/6/00,1.000372951
18/6/00,1.000372951
19/6/00,1.000372951
20/6/00,1.000372951
21/6/00,1.000372951
22/6/00,1.000372951
23/6/00,1.000372951
24/6/00,1.000372951
25/6/00,1.000372951
26/6/00,1.000372951
27/6/00,1.000372951
28/6/00,1.000372951
29/6/00,1.000372951
30/6/00,1.000372951
1/7/00,1.000382514
2/7/00,1.000382514
3/7/00,1.000382514
4/7/00,1.000382514
5/7/00,1.000382514
6/7/00,1.000382514
7/7/00,1.000382514
8/7/00,1.000382514
9/7/00,1.000382514
10/7/00,1.000382514
11/7/00,1.000382514
12/7/00,1.000382514
13/7/00,1.000382514
14/7/00,1.000382514
15/7/00,1.000382514
16/7/00,1.000382514
17/7/00,1.000382514
18/7/00,1.000382514
19/7/00,1.000382514
20/7/00,1.000382514
21/7/00,1.000382514
22/7/00,1.000382514
23/7/00,1.000382514
24/7/00,1.000382514
25/7/00,1.000382514
26/7/00,1.000382514
27/7/00,1.000382514
28/7/00,1.000382514
29/7/00,1.000382514
30/7/00,1.000382514
31/7/00,1.000382514
1/8/00,1.000382514
2/8/00,1.000382514
3/8/00,1.000382514
4/8/00,1.000382514
5/8/00,1.000382514
6/8/00,1.000382514
7/8/00,1.000382514
8/8/00,1.000382514
9/8/00,1.000382514
10/8/00,1.000382514
11/8/00,1.000382514
12/8/00,1.000382514
13/8/00,1.000382514
14/8/00,1.000382514
15/8/00,1.000382514
16/8/00,1.000382514
17/8/00,1.000382514
18/8/00,1.000382514
19/8/00,1.000382514
20/8/00,1.000382514
21/8/00,1.000382514
22/8/00,1.000382514
23/8/00,1.000382514
24/8/00,1.000382514
25/8/00,1.000382514
26/8/00,1.000382514
27/8/00,1.000382514
28/8/00,1.000382514
29/8/00,1.000382514
30/8/00,1.000382514
31/8/00,1.000382514
1/9/00,1.000382514
2/9/00,1.000382514
3/9/00,1.000382514
4/9/00,1.000382514
5/9/00,1.000382514
6/9/00,1.000382514
7/9/00,1.000382514
8/9/00,1.000382514
9/9/00,1.000382514
10/9/00,1.000382514
11/9/00,1.000382514
12/9/00,1.000382514
13/9/00,1.000382514
14/9/00,1.000382514
15/9/00,1.000382514
16/9/00,1.000382514
17/9/00,1.000382514
18/9/00,1.000382514
19/9/00,1.000382514
20/9/00,1.000382514
21/9/00,1.000382514
22/9/00,1.000382514
23/9/00,1.000382514
24/9/00,1.000382514
25/9/00,1.000382514
26/9/00,1.000382514
27/9/00,1.000382514
28/9/00,1.000382514
29/9/00,1.000382514
30/9/00,1.000382514
1/10/00,1.000378689
2/10/00,1.000378689
3/10/00,1.000378689
4/10/00,1.000378689
5/10/00,1.000378689
6/10/00,1.000378689
7/10/00,1.000378689
8/10/00,1.000378689
9/10/00,1.000378689
10/10/00,1.000378689
11/10/00,1.000378689
12/10/00,1.000378689
13/10/00,1.000378689
14/10/00,1.000378689
15/10/00,1.000378689
16/10/00,1.000378689
17/10/00,1.000378689
18/10/00,1.000378689
19/10/00,1.000378689
20/10/00,1.000378689
21/10/00,1.000378689
22/10/00,1.000378689
23/10/00,1.000378689
24/10/00,1.000378689
25/10/00,1.000378689
26/10/00,1.000378689
27/10/00,1.000378689
28/10/00,1.000378689
29/10/00,1.000378689
30/10/00,1.000378689
31/10/00,1.000378689
1/11/00,1.000378689
2/11/00,1.000378689
3/11/00,1.000378689
4/11/00,1.000378689
5/11/00,1.000378689
6/11/00,1.000378689
7/11/00,1.000378689
8/11/00,1.000378689
9/11/00,1.000378689
10/11/00,1.000378689
11/11/00,1.000378689
12/11/00,1.000378689
13/11/00,1.000378689
14/11/00,1.000378689
15/11/00,1.000378689
16/11/00,1.000378689
17/11/00,1.000378689
18/11/00,1.000378689
19/11/00,1.000378689
20/11/00,1.000378689
21/11/00,1.000378689
22/11/00,1.000378689
23/11/00,1.000378689
24/11/00,1.000378689
25/11/00,1.000378689
26/11/00,1.000378689
27/11/00,1.000378689
28/11/00,1.000378689
29/11/00,1.000378689
30/11/00,1.000378689
1/12/00,1.000378689
2/12/00,1.000378689
3/12/00,1.000378689
4/12/00,1.000378689
5/12/00,1.000378689
6/12/00,1.000378689
7/12/00,1.000378689
8/12/00,1.000378689
9/12/00,1.000378689
10/12/00,1.000378689
11/12/00,1.000378689
12/12/00,1.000378689
13/12/00,1.000378689
14/12/00,1.000378689
15/12/00,1.000378689
16/12/00,1.000378689
17/12/00,1.000378689
18/12/00,1.000378689
19/12/00,1.000378689
20/12/00,1.000378689
21/12/00,1.000378689
22/12/00,1.000378689
23/12/00,1.000378689
24/12/00,1.000378689
25/12/00,1.000378689
26/12/00,1.000378689
27/12/00,1.000378689
28/12/00,1.000378689
29/12/00,1.000378689
30/12/00,1.000378689
31/12/00,1.000378689
1/1/01,1.000379726
2/1/01,1.000379726
3/1/01,1.000379726
4/1/01,1.000379726
5/1/01,1.000379726
6/1/01,1.000379726
7/1/01,1.000379726
8/1/01,1.000379726
9/1/01,1.000379726
10/1/01,1.000379726
11/1/01,1.000379726
12/1/01,1.000379726
13/1/01,1.000379726
14/1/01,1.000379726
15/1/01,1.000379726
16/1/01,1.000379726
17/1/01,1.000379726
18/1/01,1.000379726
19/1/01,1.000379726
20/1/01,1.000379726
21/1/01,1.000379726
22/1/01,1.000379726
23/1/01,1.000379726
24/1/01,1.000379726
25/1/01,1.000379726
26/1/01,1.000379726
27/1/01,1.000379726
28/1/01,1.000379726
29/1/01,1.000379726
30/1/01,1.000379726
31/1/01,1.000379726
1/2/01,1.000379726
2/2/01,1.000379726
3/2/01,1.000379726
4/2/01,1.000379726
5/2/01,1.000379726
6/2/01,1.000379726
7/2/01,1.000379726
8/2/01,1.000379726
9/2/01,1.000379726
10/2/01,1.000379726
11/2/01,1.000379726
12/2/01,1.000379726
13/2/01,1.000379726
14/2/01,1.000379726
15/2/01,1.000379726
16/2/01,1.000379726
17/2/01,1.000379726
18/2/01,1.000379726
19/2/01,1.000379726
20/2/01,1.000379726
21/2/01,1.000379726
22/2/01,1.000379726
23/2/01,1.000379726
24/2/01,1.000379726
25/2/01,1.000379726
26/2/01,1.000379726
27/2/01,1.000379726
28/2/01,1.000379726
1/3/01,1.000379726
2/3/01,1.000379726
3/3/01,1.000379726
4/3/01,1.000379726
5/3/01,1.000379726
6/3/01,1.000379726
7/3/01,1.000379726
8/3/01,1.000379726
9/3/01,1.000379726
10/3/01,1.000379726
11/3/01,1.000379726
12/3/01,1.000379726
13/3/01,1.000379726
14/3/01,1.000379726
15/3/01,1.000379726
16/3/01,1.000379726
17/3/01,1.000379726
18/3/01,1.000379726
19/3/01,1.000379726
20/3/01,1.000379726
21/3/01,1.000379726
22/3/01,1.000379726
23/3/01,1.000379726
24/3/01,1.000379726
25/3/01,1.000379726
26/3/01,1.000379726
27/3/01,1.000379726
28/3/01,1.000379726
29/3/01,1.000379726
30/3/01,1.000379726
31/3/01,1.000379726
1/4/01,1.000379726
2/4/01,1.000379726
3/4/01,1.000379726
4/4/01,1.000379726
5/4/01,1.000379726
6/4/01,1.000379726
7/4/01,1.000379726
8/4/01,1.000379726
9/4/01,1.000379726
10/4/01,1.000379726
11/4/01,1.000379726
12/4/01,1.000379726
13/4/01,1.000379726
14/4/01,1.000379726
15/4/01,1.000379726
16/4/01,1.000379726
17/4/01,1.000379726
18/4/01,1.000379726
19/4/01,1.000379726
20/4/01,1.000379726
21/4/01,1.000379726
22/4/01,1.000379726
23/4/01,1.000379726
24/4/01,1.000379726
25/4/01,1.000379726
26/4/01,1.000379726
27/4/01,1.000379726
28/4/01,1.000379726
29/4/01,1.000379726
30/4/01,1.000379726
1/5/01,1.000379726
2/5/01,1.000379726
3/5/01,1.000379726
4/5/01,1.000379726
5/5/01,1.000379726
6/5/01,1.000379726
7/5/01,1.000379726
8/5/01,1.000379726
9/5/01,1.000379726
10/5/01,1.000379726
11/5/01,1.000379726
12/5/01,1.000379726
13/5/01,1.000379726
14/5/01,1.000379726
15/5/01,1.000379726
16/5/01,1.000379726
17/5/01,1.000379726
18/5/01,1.000379726
19/5/01,1.000379726
20/5/01,1.000379726
21/5/01,1.000379726
22/5/01,1.000379726
23/5/01,1.000379726
24/5/01,1.000379726
25/5/01,1.000379726
26/5/01,1.000379726
27/5/01,1.000379726
28/5/01,1.000379726
29/5/01,1.000379726
30/5/01,1.000379726
31/5/01,1.000379726
1/6/01,1.000379726
2/6/01,1.000379726
3/6/01,1.000379726
4/6/01,1.000379726
5/6/01,1.000379726
6/6/01,1.000379726
7/6/01,1.000379726
8/6/01,1.000379726
9/6/01,1.000379726
10/6/01,1.000379726
11/6/01,1.000379726
12/6/01,1.000379726
13/6/01,1.000379726
14/6/01,1.000379726
15/6/01,1.000379726
16/6/01,1.000379726
17/6/01,1.000379726
18/6/01,1.000379726
19/6/01,1.000379726
20/6/01,1.000379726
21/6/01,1.000379726
22/6/01,1.000379726
23/6/01,1.000379726
24/6/01,1.000379726
25/6/01,1.000379726
26/6/01,1.000379726
27/6/01,1.000379726
28/6/01,1.000379726
29/6/01,1.000379726
30/6/01,1.000379726
1/7/01,1.000325753
2/7/01,1.000325753
3/7/01,1.000325753
4/7/01,1.000325753
5/7/01,1.000325753
6/7/01,1.000325753
7/7/01,1.000325753
8/7/01,1.000325753
9/7/01,1.000325753
10/7/01,1.000325753
11/7/01,1.000325753
12/7/01,1.000325753
13/7/01,1.000325753
14/7/01,1.000325753
15/7/01,1.000325753
16/7/01,1.000325753
17/7/01,1.000325753
18/7/01,1.000325753
19/7/01,1.000325753
20/7/01,1.000325753
21/7/01,1.000325753
22/7/01,1.000325753
23/7/01,1.000325753
24/7/01,1.000325753
25/7/01,1.000325753
26/7/01,1.000325753
27/7/01,1.000325753
28/7/01,1.000325753
29/7/01,1.000325753
30/7/01,1.000325753
31/7/01,1.000325753
1/8/01,1.000325753
2/8/01,1.000325753
3/8/01,1.000325753
4/8/01,1.000325753
5/8/01,1.000325753
6/8/01,1.000325753
7/8/01,1.000325753
8/8/01,1.000325753
9/8/01,1.000325753
10/8/01,1.000325753
11/8/01,1.000325753
12/8/01,1.000325753
13/8/01,1.000325753
14/8/01,1.000325753
15/8/01,1.000325753
16/8/01,1.000325753
17/8/01,1.000325753
18/8/01,1.000325753
19/8/01,1.000325753
20/8/01,1.000325753
21/8/01,1.000325753
22/8/01,1.000325753
23/8/01,1.000325753
24/8/01,1.000325753
25/8/01,1.000325753
26/8/01,1.000325753
27/8/01,1.000325753
28/8/01,1.000325753
29/8/01,1.000325753
30/8/01,1.000325753
31/8/01,1.000325753
1/9/01,1.000325753
2/9/01,1.000325753
3/9/01,1.000325753
4/9/01,1.000325753
5/9/01,1.000325753
6/9/01,1.000325753
7/9/01,1.000325753
8/9/01,1.000325753
9/9/01,1.000325753
10/9/01,1.000325753
11/9/01,1.000325753
12/9/01,1.000325753
13/9/01,1.000325753
14/9/01,1.000325753
15/9/01,1.000325753
16/9/01,1.000325753
17/9/01,1.000325753
18/9/01,1.000325753
19/9/01,1.000325753
20/9/01,1.000325753
21/9/01,1.000325753
22/9/01,1.000325753
23/9/01,1.000325753
24/9/01,1.000325753
25/9/01,1.000325753
26/9/01,1.000325753
27/9/01,1.000325753
28/9/01,1.000325753
29/9/01,1.000325753
30/9/01,1.000325753
1/10/01,1.000327397
2/10/01,1.000327397
3/10/01,1.000327397
4/10/01,1.000327397
5/10/01,1.000327397
6/10/01,1.000327397
7/10/01,1.000327397
8/10/01,1.000327397
9/10/01,1.000327397
10/10/01,1.000327397
11/10/01,1.000327397
12/10/01,1.000327397
13/10/01,1.000327397
14/10/01,1.000327397
15/10/01,1.000327397
16/10/01,1.000327397
17/10/01,1.000327397
18/10/01,1.000327397
19/10/01,1.000327397
20/10/01,1.000327397
21/10/01,1.000327397
22/10/01,1.000327397
23/10/01,1.000327397
24/10/01,1.000327397
25/10/01,1.000327397
26/10/01,1.000327397
27/10/01,1.000327397
28/10/01,1.000327397
29/10/01,1.000327397
30/10/01,1.000327397
31/10/01,1.000327397
1/11/01,1.000327397
2/11/01,1.000327397
3/11/01,1.000327397
4/11/01,1.000327397
5/11/01,1.000327397
6/11/01,1.000327397
7/11/01,1.000327397
8/11/01,1.000327397
9/11/01,1.000327397
10/11/01,1.000327397
11/11/01,1.000327397
12/11/01,1.000327397
13/11/01,1.000327397
14/11/01,1.000327397
15/11/01,1.000327397
16/11/01,1.000327397
17/11/01,1.000327397
18/11/01,1.000327397
19/11/01,1.000327397
20/11/01,1.000327397
21/11/01,1.000327397
22/11/01,1.000327397
23/11/01,1.000327397
24/11/01,1.000327397
25/11/01,1.000327397
26/11/01,1.000327397
27/11/01,1.000327397
28/11/01,1.000327397
29/11/01,1.000327397
30/11/01,1.000327397
1/12/01,1.000327397
2/12/01,1.000327397
3/12/01,1.000327397
4/12/01,1.000327397
5/12/01,1.000327397
6/12/01,1.000327397
7/12/01,1.000327397
8/12/01,1.000327397
9/12/01,1.000327397
10/12/01,1.000327397
11/12/01,1.000327397
12/12/01,1.000327397
13/12/01,1.000327397
14/12/01,1.000327397
15/12/01,1.000327397
16/12/01,1.000327397
17/12/01,1.000327397
18/12/01,1.000327397
19/12/01,1.000327397
20/12/01,1.000327397
21/12/01,1.000327397
22/12/01,1.000327397
23/12/01,1.000327397
24/12/01,1.000327397
25/12/01,1.000327397
26/12/01,1.000327397
27/12/01,1.000327397
28/12/01,1.000327397
29/12/01,1.000327397
30/12/01,1.000327397
31/12/01,1.000327397
1/1/02,1.000309041
2/1/02,1.000309041
3/1/02,1.000309041
4/1/02,1.000309041
5/1/02,1.000309041
6/1/02,1.000309041
7/1/02,1.000309041
8/1/02,1.000309041
9/1/02,1.000309041
10/1/02,1.000309041
11/1/02,1.000309041
12/1/02,1.000309041
13/1/02,1.000309041
14/1/02,1.000309041
15/1/02,1.000309041
16/1/02,1.000309041
17/1/02,1.000309041
18/1/02,1.000309041
19/1/02,1.000309041
20/1/02,1.000309041
21/1/02,1.000309041
22/1/02,1.000309041
23/1/02,1.000309041
24/1/02,1.000309041
25/1/02,1.000309041
26/1/02,1.000309041
27/1/02,1.000309041
28/1/02,1.000309041
29/1/02,1.000309041
30/1/02,1.000309041
31/1/02,1.000309041
1/2/02,1.000309041
2/2/02,1.000309041
3/2/02,1.000309041
4/2/02,1.000309041
5/2/02,1.000309041
6/2/02,1.000309041
7/2/02,1.000309041
8/2/02,1.000309041
9/2/02,1.000309041
10/2/02,1.000309041
11/2/02,1.000309041
12/2/02,1.000309041
13/2/02,1.000309041
14/2/02,1.000309041
15/2/02,1.000309041
16/2/02,1.000309041
17/2/02,1.000309041
18/2/02,1.000309041
19/2/02,1.000309041
20/2/02,1.000309041
21/2/02,1.000309041
22/2/02,1.000309041
23/2/02,1.000309041
24/2/02,1.000309041
25/2/02,1.000309041
26/2/02,1.000309041
27/2/02,1.000309041
28/2/02,1.000309041
1/3/02,1.000309041
2/3/02,1.000309041
3/3/02,1.000309041
4/3/02,1.000309041
5/3/02,1.000309041
6/3/02,1.000309041
7/3/02,1.000309041
8/3/02,1.000309041
9/3/02,1.000309041
10/3/02,1.000309041
11/3/02,1.000309041
12/3/02,1.000309041
13/3/02,1.000309041
14/3/02,1.000309041
15/3/02,1.000309041
16/3/02,1.000309041
17/3/02,1.000309041
18/3/02,1.000309041
19/3/02,1.000309041
20/3/02,1.000309041
21/3/02,1.000309041
22/3/02,1.000309041
23/3/02,1.000309041
24/3/02,1.000309041
25/3/02,1.000309041
26/3/02,1.000309041
27/3/02,1.000309041
28/3/02,1.000309041
29/3/02,1.000309041
30/3/02,1.000309041
31/3/02,1.000309041
1/4/02,1.000309863
2/4/02,1.000309863
3/4/02,1.000309863
4/4/02,1.000309863
5/4/02,1.000309863
6/4/02,1.000309863
7/4/02,1.000309863
8/4/02,1.000309863
9/4/02,1.000309863
10/4/02,1.000309863
11/4/02,1.000309863
12/4/02,1.000309863
13/4/02,1.000309863
14/4/02,1.000309863
15/4/02,1.000309863
16/4/02,1.000309863
17/4/02,1.000309863
18/4/02,1.000309863
19/4/02,1.000309863
20/4/02,1.000309863
21/4/02,1.000309863
22/4/02,1.000309863
23/4/02,1.000309863
24/4/02,1.000309863
25/4/02,1.000309863
26/4/02,1.000309863
27/4/02,1.000309863
28/4/02,1.000309863
29/4/02,1.000309863
30/4/02,1.000309863
1/5/02,1.000309863
2/5/02,1.000309863
3/5/02,1.000309863
4/5/02,1.000309863
5/5/02,1.000309863
6/5/02,1.000309863
7/5/02,1.000309863
8/5/02,1.000309863
9/5/02,1.000309863
10/5/02,1.000309863
11/5/02,1.000309863
12/5/02,1.000309863
13/5/02,1.000309863
14/5/02,1.000309863
15/5/02,1.000309863
16/5/02,1.000309863
17/5/02,1.000309863
18/5/02,1.000309863
19/5/02,1.000309863
20/5/02,1.000309863
21/5/02,1.000309863
22/5/02,1.000309863
23/5/02,1.000309863
24/5/02,1.000309863
25/5/02,1.000309863
26/5/02,1.000309863
27/5/02,1.000309863
28/5/02,1.000309863
29/5/02,1.000309863
30/5/02,1.000309863
31/5/02,1.000309863
1/6/02,1.000309863
2/6/02,1.000309863
3/6/02,1.000309863
4/6/02,1.000309863
5/6/02,1.000309863
6/6/02,1.000309863
7/6/02,1.000309863
8/6/02,1.000309863
9/6/02,1.000309863
10/6/02,1.000309863
11/6/02,1.000309863
12/6/02,1.000309863
13/6/02,1.000309863
14/6/02,1.000309863
15/6/02,1.000309863
16/6/02,1.000309863
17/6/02,1.000309863
18/6/02,1.000309863
19/6/02,1.000309863
20/6/02,1.000309863
21/6/02,1.000309863
22/6/02,1.000309863
23/6/02,1.000309863
24/6/02,1.000309863
25/6/02,1.000309863
26/6/02,1.000309863
27/6/02,1.000309863
28/6/02,1.000309863
29/6/02,1.000309863
30/6/02,1.000309863
1/7/02,1.000324384
2/7/02,1.000324384
3/7/02,1.000324384
4/7/02,1.000324384
5/7/02,1.000324384
6/7/02,1.000324384
7/7/02,1.000324384
8/7/02,1.000324384
9/7/02,1.000324384
10/7/02,1.000324384
11/7/02,1.000324384
12/7/02,1.000324384
13/7/02,1.000324384
14/7/02,1.000324384
15/7/02,1.000324384
16/7/02,1.000324384
17/7/02,1.000324384
18/7/02,1.000324384
19/7/02,1.000324384
20/7/02,1.000324384
21/7/02,1.000324384
22/7/02,1.000324384
23/7/02,1.000324384
24/7/02,1.000324384
25/7/02,1.000324384
26/7/02,1.000324384
27/7/02,1.000324384
28/7/02,1.000324384
29/7/02,1.000324384
30/7/02,1.000324384
31/7/02,1.000324384
1/8/02,1.000324384
2/8/02,1.000324384
3/8/02,1.000324384
4/8/02,1.000324384
5/8/02,1.000324384
6/8/02,1.000324384
7/8/02,1.000324384
8/8/02,1.000324384
9/8/02,1.000324384
10/8/02,1.000324384
11/8/02,1.000324384
12/8/02,1.000324384
13/8/02,1.000324384
14/8/02,1.000324384
15/8/02,1.000324384
16/8/02,1.000324384
17/8/02,1.000324384
18/8/02,1.000324384
19/8/02,1.000324384
20/8/02,1.000324384
21/8/02,1.000324384
22/8/02,1.000324384
23/8/02,1.000324384
24/8/02,1.000324384
25/8/02,1.000324384
26/8/02,1.000324384
27/8/02,1.000324384
28/8/02,1.000324384
29/8/02,1.000324384
30/8/02,1.000324384
31/8/02,1.000324384
1/9/02,1.000324384
2/9/02,1.000324384
3/9/02,1.000324384
4/9/02,1.000324384
5/9/02,1.000324384
6/9/02,1.000324384
7/9/02,1.000324384
